,host_name,neighbourhood_group,room_type,price,availability_365,reviews_per_month,Hotel_value
16595,Dorothy,1,Private room,85,72,1.23,157
16596,Jocelyn,2,Private room,150,72,5.9,222
16597,Tobias,2,Private room,65,0,0.16,65
16598,Amara,1,Entire home/apt,200,0,0.05,200
16599,Maki,2,Private room,55,75,1.36,130
16601,Alex,1,Entire home/apt,250,0,0.03,250
16602,Simon,2,Private room,89,0,0.08,89
16603,Dylan,2,Private room,100,283,0.88,383
16604,Marissa,1,Entire home/apt,300,0,0.05,300
16605,Stefan,3,Private room,45,18,1.29,63
16606,Rlg,1,Entire home/apt,133,126,0.44,259
16607,Hardy,4,Entire home/apt,500,345,0.56,845
16608,Lannon,2,Private room,68,0,0.25,68
16609,Irina,2,Private room,56,110,1.61,166
16610,Laura,1,Private room,75,80,0.4,155
16612,Yukee,1,Private room,299,345,0.08,644
16613,Sam,2,Private room,51,35,2.42,86
16614,Breath Beyond,1,Private room,115,3,0.8,118
16615,Lucas,2,Entire home/apt,180,0,0.14,180
16616,Tiffany,2,Private room,50,3,0.08,53
16617,Angela,2,Private room,80,0,0.05,80
16618,Sarah,3,Entire home/apt,300,0,0.11,300
16619,Katelyn,2,Entire home/apt,79,70,4.21,149
16620,Katie,1,Entire home/apt,150,0,0.81,150
16621,Isa,2,Entire home/apt,94,94,2.71,188
16622,Michel,2,Private room,65,0,0.46,65
16623,Laura,1,Private room,83,125,0.74,208
16625,Maria,2,Entire home/apt,120,0,0.03,120
16626,Jean&  Toney,2,Private room,500,179,0.03,679
16629,Etta,1,Entire home/apt,150,139,2.41,289
16630,Roshan,2,Entire home/apt,149,69,1.1,218
16631,Mark,1,Entire home/apt,150,2,0.31,152
16632,David,1,Private room,75,0,0.08,75
16633,Anna,1,Entire home/apt,195,0,0.03,195
16634,Sarah,2,Private room,80,0,0.03,80
16635,Owen,1,Entire home/apt,250,0,0.29,250
16636,Julie,1,Entire home/apt,225,0,0.56,225
16637,Nate,1,Entire home/apt,450,0,1.16,450
16638,Wenqin,3,Private room,35,339,1.78,374
16639,Sunny,2,Private room,70,342,0.73,412
16640,Skye,2,Private room,80,0,0.03,80
16643,Laura,1,Private room,84,89,0.71,173
16644,Gabriel,1,Entire home/apt,172,0,0.08,172
16645,Lisa,1,Entire home/apt,110,0,0.14,110
16646,Jonathan,2,Private room,55,0,0.03,55
16647,Cesar,3,Private room,78,0,0.72,78
16648,Nicky,2,Entire home/apt,115,81,2.0,196
16649,Justin,1,Entire home/apt,180,0,0.03,180
16650,Yaron,4,Entire home/apt,139,131,0.8,270
16651,Juan,2,Private room,120,0,0.27,120
16652,Janea,2,Entire home/apt,77,0,0.03,77
16653,Paulo,1,Entire home/apt,150,0,0.03,150
16654,Thomas,1,Private room,67,0,0.03,67
16655,C-Van,1,Entire home/apt,159,0,0.35,159
16656,Gregory,2,Private room,100,0,0.08,100
16658,Stacey,1,Entire home/apt,199,0,0.11,199
16659,Habib,2,Private room,75,0,0.25,75
16660,Marie,1,Private room,70,0,0.06,70
16661,Yaron,4,Private room,49,148,1.59,197
16662,Yaron,4,Private room,41,146,1.54,187
16663,David,1,Private room,150,0,0.18,150
16664,John,1,Private room,60,73,1.94,133
16665,Shahar,3,Entire home/apt,40,0,0.11,40
16666,Rohit,3,Entire home/apt,99,5,0.11,104
16668,Carli,2,Private room,40,0,0.03,40
16669,Ana,3,Private room,100,161,0.92,261
16671,Beck,2,Private room,50,0,0.08,50
16672,Ivonne,1,Entire home/apt,110,0,0.26,110
16673,Daria,2,Entire home/apt,375,22,0.18,397
16674,Malene,2,Entire home/apt,229,236,2.54,465
16675,Darcy And Ross,2,Entire home/apt,175,298,3.54,473
16676,En & Lora,2,Private room,40,0,2.23,40
16677,Mimie,4,Private room,41,68,0.61,109
16678,Eugene,1,Private room,110,129,1.62,239
16679,Mindy,1,Entire home/apt,150,0,0.67,150
16680,Kathryn,1,Entire home/apt,165,0,0.13,165
16681,Kara,1,Entire home/apt,239,365,0.04,604
16682,Diana,3,Entire home/apt,125,271,2.39,396
16684,Emmanuel,3,Private room,80,83,0.1,163
16685,Jeanne,2,Entire home/apt,329,0,0.98,329
16686,Lyshaan,2,Entire home/apt,175,0,0.27,175
16687,Erika,1,Entire home/apt,150,0,0.08,150
16689,Ira,1,Entire home/apt,200,154,0.12,354
16690,Ania,2,Private room,75,0,0.22,75
16691,Dave And Shaceline,4,Entire home/apt,89,303,5.15,392
16692,Jeffrey,2,Entire home/apt,120,254,5.14,374
16693,Adriana,1,Private room,35,0,0.03,35
16694,David,2,Private room,100,0,0.63,100
16696,Penny,2,Private room,70,0,0.03,70
16697,Anne,2,Entire home/apt,114,0,0.08,114
16698,Vanessa,1,Entire home/apt,200,34,3.24,234
16701,Vianney,1,Entire home/apt,199,0,0.03,199
16703,Nicole,1,Entire home/apt,199,127,0.11,326
16704,Vernon,4,Private room,40,266,0.61,306
16705,Michael,3,Entire home/apt,200,6,0.49,206
16707,Alice,1,Entire home/apt,140,0,0.17,140
16708,Ioannis,3,Entire home/apt,50,0,0.08,50
16709,Jamie,1,Entire home/apt,375,351,1.5,726
16710,Scott,2,Entire home/apt,250,114,0.18,364
16711,Colin,2,Private room,40,0,0.06,40
16712,Patrick,1,Private room,99,365,0.59,464
16713,Farrah,2,Entire home/apt,140,0,0.08,140
16714,Aaron,5,Entire home/apt,150,83,0.12,233
16715,Gregory,2,Private room,75,0,0.05,75
16716,Robert,2,Private room,55,48,0.8,103
16717,Althea,2,Entire home/apt,145,314,2.18,459
16718,Elise,2,Entire home/apt,95,39,2.56,134
16719,Ashton,2,Entire home/apt,69,0,0.13,69
16720,Lauren Wesley,2,Entire home/apt,175,99,1.44,274
16721,Jamie,1,Entire home/apt,350,297,1.3,647
16722,Sarah-Jane,1,Private room,119,0,0.44,119
16723,Carole,1,Private room,160,0,0.08,160
16724,Kyla,2,Private room,55,0,1.51,55
16725,Cem,3,Private room,48,71,1.27,119
16726,Wyatt,1,Private room,85,0,0.24,85
16727,Evan,1,Entire home/apt,97,0,0.08,97
16728,Moenen,2,Entire home/apt,110,0,0.52,110
16729,Landon,1,Entire home/apt,91,0,0.03,91
16730,Brendan,2,Entire home/apt,150,0,0.03,150
16731,Will,1,Private room,80,0,0.11,80
16732,Sylvia,2,Private room,60,0,0.04,60
16733,Giselle,2,Private room,55,0,0.19,55
16735,Kris,2,Entire home/apt,163,154,0.52,317
16737,Victoria,1,Private room,54,0,0.05,54
16738,Allison,2,Private room,46,0,0.03,46
16739,Fahim,3,Entire home/apt,125,50,0.85,175
16740,Brian,2,Entire home/apt,150,300,5.13,450
16741,En & Lora,2,Private room,47,0,2.32,47
16743,Josh+Emily,2,Entire home/apt,120,0,0.05,120
16744,Gregory,1,Private room,67,0,0.23,67
16745,Jamie,2,Entire home/apt,73,3,3.49,76
16746,Petra,2,Entire home/apt,128,133,2.0,261
16747,Ella,2,Entire home/apt,121,14,0.64,135
16748,Joshua,2,Entire home/apt,250,0,0.08,250
16749,Catalina,1,Entire home/apt,80,0,0.11,80
16750,Rahel,1,Entire home/apt,77,0,0.05,77
16752,Corporate Housing,1,Entire home/apt,117,105,0.4,222
16753,Easton,2,Private room,75,0,0.62,75
16754,Michelle,3,Entire home/apt,99,211,5.28,310
16755,Stephen,1,Entire home/apt,279,0,0.05,279
16756,Eddie,1,Entire home/apt,140,0,1.47,140
16759,Jilly,2,Private room,95,0,0.24,95
16761,Imri,1,Private room,149,156,0.68,305
16763,Zachary,1,Entire home/apt,250,0,0.05,250
16764,Victoria,2,Entire home/apt,150,0,0.38,150
16765,Benjamin,2,Entire home/apt,120,342,0.38,462
16766,Kyle,1,Private room,85,0,0.08,85
16770,Sam,1,Entire home/apt,90,221,0.24,311
16771,Kevin And Kitty,3,Private room,45,287,3.77,332
16772,Sabina,2,Private room,100,0,0.06,100
16773,Brook,1,Private room,89,165,3.62,254
16774,Corporate Housing,1,Entire home/apt,199,0,0.14,199
16775,Godfrey,1,Entire home/apt,76,30,0.31,106
16776,Nancy,2,Entire home/apt,143,0,0.08,143
16777,Jessy,2,Shared room,40,0,0.91,40
16778,Hope,1,Entire home/apt,125,7,0.84,132
16780,Erika,3,Entire home/apt,110,0,0.11,110
16783,Kareem,1,Entire home/apt,300,0,0.43,300
16784,Greg & Adriane,2,Entire home/apt,99,29,3.98,128
16785,Kristina,2,Entire home/apt,125,216,2.65,341
16787,Kevin,1,Private room,80,0,0.73,80
16788,Miguel,1,Private room,150,0,0.32,150
16790,Ana,2,Private room,40,0,0.03,40
16791,Tobias,2,Entire home/apt,250,0,0.13,250
16792,Betsy,1,Entire home/apt,450,221,3.73,671
16793,Rich,2,Private room,50,90,0.33,140
16794,Nell,2,Entire home/apt,75,0,0.13,75
16795,Alex,1,Entire home/apt,139,235,2.74,374
16796,Corporate Housing,1,Entire home/apt,200,101,0.12,301
16797,Robert,2,Private room,65,309,2.7,374
16798,Dawn,2,Entire home/apt,115,282,2.44,397
16799,Taylor,1,Private room,70,0,0.11,70
16800,Deena,2,Entire home/apt,50,0,0.05,50
16801,Eduardo,1,Private room,85,0,0.11,85
16802,John,1,Entire home/apt,275,0,0.03,275
16803,Gabriela,3,Entire home/apt,120,365,1.45,485
16804,Corporate Housing,1,Entire home/apt,185,0,0.13,185
16805,Connie,1,Entire home/apt,150,0,0.05,150
16806,Oded,1,Entire home/apt,145,0,0.08,145
16807,Jill,2,Entire home/apt,130,0,0.03,130
16809,Utku,1,Entire home/apt,88,0,0.06,88
16812,Omar,1,Private room,64,0,0.03,64
16813,CRNY Monthly Rentals,1,Entire home/apt,185,139,0.04,324
16814,Kai,1,Entire home/apt,165,358,0.9,523
16815,Matt,2,Entire home/apt,200,0,0.09,200
16817,Mathieu,2,Private room,90,0,0.65,90
16818,Amine,1,Entire home/apt,140,0,0.33,140
16819,Andrew,2,Entire home/apt,150,0,0.43,150
16820,Juan,2,Entire home/apt,92,113,0.5,205
16821,Jp,1,Private room,100,243,2.12,343
16822,Miriam,2,Entire home/apt,135,21,0.03,156
16823,Devon,2,Entire home/apt,45,244,2.99,289
16824,Sasha,4,Entire home/apt,110,77,0.3,187
16825,Andre,1,Private room,250,358,0.05,608
16827,Jeremy,1,Private room,175,19,3.19,194
16828,Jyllian,2,Entire home/apt,175,16,0.14,191
16830,Eleanor,2,Entire home/apt,99,0,0.11,99
16833,Kara,1,Entire home/apt,235,365,0.04,600
16834,Ruby,2,Private room,45,0,0.03,45
16835,Michael And Sandra,5,Entire home/apt,85,248,2.97,333
16837,Hakan,3,Private room,38,24,1.46,62
16838,Neel,3,Private room,65,0,0.03,65
16839,Maija,1,Entire home/apt,79,0,1.14,79
16842,Kara,1,Entire home/apt,239,179,0.08,418
16844,Mason,2,Private room,35,0,0.37,35
16845,Kara,1,Entire home/apt,239,365,0.04,604
16847,Yaron,4,Private room,33,145,1.75,178
16848,Kara,1,Entire home/apt,239,365,0.04,604
16849,Kara,1,Entire home/apt,239,365,0.07,604
16851,Kyle,1,Entire home/apt,229,0,0.08,229
16852,Agustina,4,Private room,45,156,1.83,201
16853,Kara,1,Entire home/apt,239,365,0.03,604
16854,Alexandrinho,1,Entire home/apt,179,151,2.71,330
16856,Kara,1,Entire home/apt,239,357,0.06,596
16860,Sister Shai,3,Entire home/apt,100,350,1.22,450
16861,Matt,2,Private room,55,0,0.19,55
16862,Laszlo,2,Private room,95,0,0.09,95
16863,Cassidy,2,Private room,41,0,0.05,41
16864,Steven,2,Entire home/apt,40,223,0.7,263
16865,Kyle,1,Entire home/apt,150,213,0.06,363
16866,Kyle,1,Entire home/apt,150,335,0.77,485
16867,Kyle,1,Entire home/apt,219,362,0.3,581
16868,Christine,1,Entire home/apt,142,78,3.92,220
16869,Nicole,4,Entire home/apt,99,264,2.87,363
16870,En & Lora,2,Private room,41,0,2.18,41
16871,Andrew,1,Private room,48,0,0.06,48
16873,Mayra,1,Private room,52,0,0.28,52
16874,Paul,2,Entire home/apt,150,0,0.12,150
16876,Alisa,1,Private room,160,0,0.27,160
16877,Sayre,2,Private room,45,0,0.05,45
16879,Clair&Charles,3,Entire home/apt,178,342,2.22,520
16880,Kyle,1,Entire home/apt,176,0,0.15,176
16881,Cam,1,Private room,70,0,0.19,70
16882,Lucy,2,Entire home/apt,190,2,0.25,192
16883,Raphaëlle,2,Private room,62,0,0.13,62
16884,Joel,2,Entire home/apt,175,0,0.03,175
16885,Raoul,1,Entire home/apt,125,0,0.05,125
16886,Anna & Keith,1,Private room,76,12,3.4,88
16887,Nancy And David,2,Entire home/apt,225,0,0.05,225
16888,Chris And Zaneta,2,Private room,65,0,0.35,65
16889,Justin,2,Private room,70,0,0.14,70
16890,Kent,1,Entire home/apt,240,0,0.11,240
16891,Lee,3,Private room,70,77,0.42,147
16892,Jessica,1,Entire home/apt,130,0,0.03,130
16893,Xier,1,Private room,50,0,0.03,50
16894,Marta,2,Private room,70,190,1.63,260
16897,Arman,1,Entire home/apt,169,280,0.17,449
16898,Mikalena,2,Private room,50,0,0.08,50
16899,Yi Qun,1,Private room,120,360,0.57,480
16900,Yi Qun,1,Private room,120,338,0.35,458
16902,Andi,2,Private room,90,305,2.43,395
16903,Jesse,2,Entire home/apt,105,85,0.84,190
16904,Kris,2,Entire home/apt,130,0,0.59,130
16906,Lau,2,Entire home/apt,100,0,0.08,100
16907,Tony,1,Entire home/apt,288,0,0.06,288
16908,Kyle,1,Entire home/apt,150,332,0.04,482
16909,Matthew,2,Private room,85,0,0.03,85
16910,Samantha,2,Entire home/apt,75,0,0.22,75
16912,Cooper,1,Entire home/apt,200,0,0.76,200
16913,Laye,1,Entire home/apt,78,0,0.35,78
16914,Panya,1,Entire home/apt,234,0,0.11,234
16915,Valeria,1,Entire home/apt,325,118,0.2,443
16916,Dominik,1,Private room,119,0,0.09,119
16917,Dominik,1,Private room,95,0,0.27,95
16918,Dayne,3,Entire home/apt,255,268,3.18,523
16919,Angelo,3,Entire home/apt,125,56,0.47,181
16920,Emma,1,Private room,99,0,0.08,99
16921,Allon,1,Entire home/apt,175,0,0.75,175
16923,Richard,2,Entire home/apt,75,53,1.14,128
16924,Breiana,2,Private room,50,0,0.03,50
16925,Deirdre,2,Entire home/apt,99,308,3.27,407
16926,Nat,2,Entire home/apt,85,52,1.27,137
16927,Stephen,1,Entire home/apt,137,0,0.05,137
16928,Anna,1,Entire home/apt,165,10,0.38,175
16929,Brett,2,Entire home/apt,92,7,0.31,99
16930,Julie,1,Entire home/apt,101,0,0.03,101
16931,David,1,Private room,95,89,0.38,184
16932,Mary,1,Private room,119,0,0.11,119
16933,Susan,2,Entire home/apt,195,230,4.03,425
16934,Eugene,1,Entire home/apt,170,0,0.24,170
16935,Lili,1,Entire home/apt,150,6,1.27,156
16936,Jerrel,1,Entire home/apt,157,0,0.29,157
16938,Zakaria,4,Private room,30,0,0.3,30
16939,Bryan,2,Entire home/apt,250,0,0.16,250
16940,Amanda,2,Private room,40,0,0.11,40
16941,Noemi,3,Entire home/apt,80,365,0.1,445
16943,Douglas,1,Private room,49,0,0.03,49
16944,James,1,Private room,101,116,2.97,217
16946,Gianni,1,Entire home/apt,199,242,0.98,441
16948,Antoine,2,Entire home/apt,175,0,0.03,175
16949,Nina,1,Entire home/apt,175,0,0.05,175
16950,Roberto,2,Private room,50,102,2.1,152
16951,Reynaldo,1,Private room,45,0,0.03,45
16952,Maria,3,Entire home/apt,110,74,1.0,184
16953,Alicia,2,Entire home/apt,70,0,0.08,70
16954,Ivan And Emily,2,Entire home/apt,129,0,0.03,129
16955,Kylie,1,Entire home/apt,139,0,0.23,139
16956,Ksenia,2,Entire home/apt,135,0,0.06,135
16957,Pepa,1,Entire home/apt,90,0,0.09,90
16958,Stacey Rae,2,Entire home/apt,125,20,1.41,145
16960,Petros,3,Entire home/apt,75,0,0.03,75
16961,Bernardo,1,Private room,65,0,0.14,65
16962,Kelly,1,Entire home/apt,190,0,0.05,190
16963,Erez,2,Entire home/apt,85,0,0.03,85
16964,Anne,2,Entire home/apt,119,313,1.04,432
16966,Natalia,1,Entire home/apt,196,29,0.52,225
16968,Anna,1,Private room,90,338,1.76,428
16969,Blake,2,Private room,125,0,0.03,125
16970,Shannon,1,Private room,65,0,0.03,65
16971,Adam,1,Entire home/apt,110,0,0.16,110
16972,Illy,1,Entire home/apt,100,340,0.09,440
16975,Vinciane,1,Entire home/apt,360,333,0.66,693
16977,Michele,2,Private room,65,10,1.08,75
16978,Emily,2,Private room,65,0,0.58,65
16979,Daniel,2,Entire home/apt,160,0,0.08,160
16980,Julie,2,Entire home/apt,450,360,0.64,810
16981,Roxy,1,Private room,75,0,0.08,75
16982,Justin,1,Private room,69,0,0.54,69
16983,C.S.,2,Entire home/apt,203,0,0.13,203
16984,Sue,1,Private room,169,88,0.51,257
16985,Justin,1,Private room,79,18,0.84,97
16986,DrAnita,1,Entire home/apt,230,41,0.33,271
16987,Sarah,3,Private room,65,278,1.11,343
16988,Meghan,2,Private room,50,0,0.16,50
16989,Giovanna,2,Private room,100,365,0.3,465
16990,Verena,3,Private room,70,250,0.4,320
16991,Will,1,Entire home/apt,175,0,0.03,175
16992,Neil,2,Private room,142,10,0.22,152
16993,Shanee,2,Entire home/apt,190,226,1.07,416
16998,Andrew,2,Private room,61,0,0.21,61
17000,Kyle,1,Private room,80,0,0.41,80
17001,Ken,1,Entire home/apt,225,341,0.03,566
17003,Sam,1,Entire home/apt,100,243,0.11,343
17004,Carlos,2,Entire home/apt,50,0,0.03,50
17005,Bernadette,1,Private room,109,140,0.91,249
17006,Nicole,1,Private room,75,0,0.3,75
17008,Jessica,2,Private room,60,0,0.41,60
17010,Rachel,1,Entire home/apt,130,0,0.16,130
17011,Tom & Lily,2,Private room,65,300,2.83,365
17012,Ryan,1,Private room,90,0,0.16,90
17013,Daniel,2,Private room,50,0,0.03,50
17014,Lori,1,Private room,67,4,0.3,71
17015,Howard,2,Entire home/apt,100,0,0.38,100
17018,Nicholas,3,Entire home/apt,100,0,0.03,100
17019,Ashley,2,Entire home/apt,300,11,0.47,311
17022,Ken,1,Entire home/apt,167,342,0.04,509
17023,Hudson,1,Entire home/apt,180,0,0.35,180
17024,Bev,2,Entire home/apt,95,0,0.3,95
17026,Sunny,2,Private room,85,115,0.92,200
17027,Ephraim,1,Entire home/apt,115,45,3.21,160
17028,Tny,1,Entire home/apt,150,267,0.36,417
17029,Stephen,2,Entire home/apt,80,0,0.08,80
17032,Pippa,2,Entire home/apt,325,0,0.07,325
17033,Iris,1,Private room,99,59,1.06,158
17034,Judah,1,Private room,90,66,0.08,156
17035,Ephraim,1,Entire home/apt,110,44,3.37,154
17038,Sen & Ti,5,Entire home/apt,105,318,3.55,423
17042,Andre,2,Private room,80,189,0.21,269
17043,Marielle,2,Entire home/apt,120,0,0.05,120
17044,Andre,2,Private room,525,189,0.99,714
17045,Brian,1,Entire home/apt,150,157,0.23,307
17047,Andre,2,Private room,90,189,0.11,279
17048,Miraya,2,Entire home/apt,130,0,0.18,130
17049,Llerone,2,Entire home/apt,155,0,0.53,155
17050,Ben,1,Private room,90,0,0.22,90
17051,Josh,1,Private room,90,0,0.03,90
17053,Allan,1,Entire home/apt,199,246,3.02,445
17054,Seohee,1,Shared room,70,0,0.04,70
17055,Elizabeth,1,Private room,36,0,0.06,36
17056,Joel,1,Private room,59,0,0.38,59
17057,Bridget,1,Entire home/apt,185,26,0.92,211
17058,Arthur,2,Entire home/apt,75,89,1.25,164
17060,Sijia,2,Private room,75,37,4.58,112
17061,Henry,3,Private room,74,33,5.66,107
17063,Eric,1,Entire home/apt,161,0,0.74,161
17064,Ken,1,Entire home/apt,260,341,0.07,601
17067,Cheryn,2,Private room,60,0,0.08,60
17068,Joshua,1,Private room,100,0,0.03,100
17071,Sarah,2,Entire home/apt,175,0,0.17,175
17072,Eric,2,Entire home/apt,250,254,0.27,504
17074,Mike,1,Entire home/apt,95,342,0.23,437
17075,CRNY Monthly Rentals,1,Entire home/apt,250,215,0.04,465
17077,Fernando,2,Private room,76,0,0.21,76
17078,Dori,1,Entire home/apt,200,0,0.03,200
17079,Ken,1,Entire home/apt,199,329,0.09,528
17080,Zahra,1,Entire home/apt,140,0,0.93,140
17081,Keryn,1,Private room,57,0,0.11,57
17082,Morgan,2,Private room,60,0,0.05,60
17083,Tracey,2,Entire home/apt,80,0,0.17,80
17084,Philippia,3,Entire home/apt,125,0,0.06,125
17085,Corporate Housing,1,Entire home/apt,150,319,0.07,469
17086,Richard,2,Entire home/apt,70,3,2.12,73
17087,Rlg,1,Entire home/apt,125,325,0.32,450
17088,Austin,2,Private room,56,0,0.03,56
17089,Lauren And Ben,2,Entire home/apt,170,65,2.67,235
17090,Gayle,1,Entire home/apt,179,3,0.65,182
17091,Para,2,Entire home/apt,75,0,0.06,75
17093,George Steven,1,Entire home/apt,295,0,0.06,295
17094,Ondina,2,Entire home/apt,150,0,0.16,150
17095,Taran & Najla,3,Entire home/apt,174,340,1.81,514
17096,W. Alvaro,1,Private room,67,90,0.59,157
17098,Jewel,2,Private room,62,48,4.52,110
17099,Laura,3,Private room,150,0,0.05,150
17100,Marcus,2,Private room,115,82,0.09,197
17101,Angela,3,Private room,40,293,1.82,333
17103,Ken,1,Entire home/apt,149,339,0.08,488
17104,Evan,1,Entire home/apt,125,125,4.88,250
17105,W. Alvaro,1,Private room,73,90,0.31,163
17106,Jay Cee,1,Entire home/apt,200,3,0.22,203
17107,Anne-Marie,2,Private room,34,0,0.03,34
17112,Timothy + Gina,2,Private room,89,64,4.1,153
17113,Aris,2,Entire home/apt,115,0,0.11,115
17114,Frank,1,Entire home/apt,200,268,1.42,468
17115,Daniel,1,Entire home/apt,100,100,1.11,200
17117,Daniel,2,Private room,58,0,0.03,58
17118,Jessie,1,Private room,81,0,0.52,81
17119,Stephanie,1,Private room,95,281,0.05,376
17120,Gregory,2,Private room,38,67,4.27,105
17121,Cate,1,Entire home/apt,150,11,0.19,161
17122,Sofia,1,Private room,40,0,0.1,40
17124,Krystina,1,Entire home/apt,99,0,0.3,99
17125,Edward,2,Entire home/apt,250,0,0.03,250
17126,Paul,1,Private room,69,0,0.03,69
17127,Cortland,2,Private room,35,0,0.03,35
17128,Brian,2,Private room,65,0,0.08,65
17130,Chris,2,Entire home/apt,150,0,0.14,150
17131,Laura,2,Entire home/apt,270,0,0.25,270
17132,Silvia,2,Entire home/apt,150,327,1.08,477
17134,Vincent And Jessica,3,Entire home/apt,119,0,0.52,119
17135,Bozhena,1,Entire home/apt,129,246,4.31,375
17136,Shoshana,2,Entire home/apt,175,144,2.9,319
17137,Sarah,2,Private room,40,0,0.08,40
17138,Anthony,2,Entire home/apt,125,0,0.03,125
17139,William,3,Entire home/apt,101,7,2.52,108
17140,David,1,Private room,49,285,0.17,334
17141,Shervin,1,Entire home/apt,300,3,0.41,303
17142,Sarah,2,Private room,75,125,1.0,200
17143,Michael,2,Entire home/apt,85,62,5.85,147
17144,Matthew,2,Entire home/apt,185,50,1.34,235
17145,Jay,1,Entire home/apt,185,65,4.88,250
17147,Nathan,1,Private room,110,0,0.03,110
17148,Mira,2,Private room,65,249,1.28,314
17149,Alex,1,Entire home/apt,185,292,0.21,477
17150,Jungwon,2,Entire home/apt,195,0,0.11,195
17151,Miriam,1,Private room,85,16,0.71,101
17152,Patricia,1,Entire home/apt,295,0,1.33,295
17153,Doreen,2,Private room,120,0,0.59,120
17154,Dragica,2,Entire home/apt,189,15,0.41,204
17156,Ryad,1,Entire home/apt,123,1,0.9,124
17157,Mariam,1,Private room,89,0,0.03,89
17158,Valeryia,1,Entire home/apt,140,0,0.18,140
17159,Corie,2,Entire home/apt,85,337,2.87,422
17160,Ronald,1,Entire home/apt,169,242,3.28,411
17161,Mel And Laurie,1,Entire home/apt,145,0,0.11,145
17162,Valentina,2,Entire home/apt,145,11,1.74,156
17163,Rick,1,Entire home/apt,165,0,0.35,165
17165,Devi,2,Private room,99,36,0.28,135
17167,Joshua,2,Private room,40,0,0.09,40
17168,Karine,1,Private room,115,15,0.59,130
17169,Mario & Marijke,2,Entire home/apt,157,0,0.12,157
17170,Paula,2,Entire home/apt,1000,365,0.28,1365
17171,Shamaine,2,Private room,72,333,0.68,405
17172,Jasmina,3,Private room,40,179,1.63,219
17174,Tunde,2,Entire home/apt,90,4,2.22,94
17175,Angel,1,Private room,65,0,0.18,65
17176,Mary,1,Private room,79,0,0.16,79
17177,Phillipa,2,Entire home/apt,350,344,1.0,694
17178,Lexia,2,Entire home/apt,71,69,1.25,140
17179,Xiaoxu,1,Private room,50,0,0.03,50
17180,Raymond,1,Entire home/apt,115,289,0.14,404
17182,Ashlee,1,Private room,70,0,0.06,70
17183,Jennifer,1,Entire home/apt,110,34,0.17,144
17184,Dominique,2,Entire home/apt,140,0,0.17,140
17185,Ashley,1,Entire home/apt,89,5,0.34,94
17186,Lauren,1,Entire home/apt,259,0,0.08,259
17187,Niki,1,Entire home/apt,160,40,1.3,200
17188,Heather,1,Entire home/apt,113,0,0.03,113
17190,Cynthia,1,Entire home/apt,125,67,0.7,192
17191,JacQueline,1,Entire home/apt,105,0,0.06,105
17193,Connie,2,Private room,125,151,1.36,276
17195,Nekeshia,1,Entire home/apt,275,12,0.33,287
17197,Isabelle,2,Private room,65,199,3.45,264
17198,Amy,1,Entire home/apt,400,0,0.06,400
17199,Corporate Housing,1,Entire home/apt,159,312,0.14,471
17200,Christina,1,Entire home/apt,200,0,0.3,200
17201,Lauren,1,Private room,225,0,0.03,225
17202,Priya,1,Entire home/apt,199,0,0.09,199
17203,Christina,1,Shared room,75,0,0.16,75
17204,Gina,2,Private room,44,0,0.03,44
17205,Aidan,2,Private room,100,0,0.03,100
17206,Meg,2,Entire home/apt,130,80,0.59,210
17207,Alba,1,Entire home/apt,408,106,0.85,514
17208,Freddy,2,Entire home/apt,120,0,0.12,120
17211,Suzanne,3,Private room,80,0,0.49,80
17212,Sarah,2,Private room,60,0,0.03,60
17214,Melanie,3,Entire home/apt,125,0,0.14,125
17215,Marissa,1,Entire home/apt,200,0,0.68,200
17216,Blaine,1,Entire home/apt,199,250,2.96,449
17217,Damian,1,Entire home/apt,265,364,0.18,629
17218,Barbara,1,Entire home/apt,700,0,0.5,700
17219,Thaya,1,Private room,80,28,0.94,108
17220,Jessie,2,Private room,35,0,0.05,35
17221,Satsko,1,Entire home/apt,135,76,2.81,211
17222,Lawrence,1,Private room,70,0,0.09,70
17225,Ali,2,Entire home/apt,135,0,0.03,135
17227,Jessica,1,Entire home/apt,128,0,0.08,128
17228,Christina,2,Private room,60,1,1.33,61
17229,Lana,2,Entire home/apt,170,0,0.06,170
17230,Elizabeth,1,Private room,85,0,0.11,85
17231,Dominic,3,Private room,60,0,0.17,60
17233,Chris,1,Entire home/apt,349,0,0.79,349
17237,Jessica,2,Entire home/apt,200,0,0.08,200
17238,Karine,1,Private room,110,0,0.03,110
17239,Gary,1,Entire home/apt,325,0,1.3,325
17241,Charles,2,Entire home/apt,180,0,0.07,180
17242,Joshua,1,Entire home/apt,134,0,0.65,134
17243,Conrad,1,Entire home/apt,150,207,0.37,357
17245,Ella,2,Entire home/apt,200,257,1.71,457
17246,Savannah,2,Entire home/apt,110,0,0.2,110
17247,Nate,2,Entire home/apt,105,0,0.3,105
17250,Tatenda,1,Entire home/apt,165,0,0.08,165
17251,Justin,1,Private room,75,184,0.11,259
17252,Rebekah,2,Entire home/apt,104,182,3.13,286
17253,Jem,1,Entire home/apt,130,0,0.42,130
17254,Paulina,1,Private room,130,0,0.11,130
17255,Susan,1,Entire home/apt,145,0,0.23,145
17256,Gladys,1,Private room,60,157,0.03,217
17257,Marilyn,3,Private room,40,179,0.03,219
17259,T,1,Entire home/apt,99,0,0.2,99
17261,Crispy,3,Private room,70,215,1.58,285
